46	136
46	142
46	147
46	26
46	30
46	36
46	42
46	43
47	126
47	127
47	139
47	145
47	29
47	39
47	40
47	42
47	45
48	126
48	132
48	137
48	137
48	139
48	139
48	139
48	147
48	27
48	28
48	35
48	36
48	44
48	45
48	46
49	126
49	129
49	131
49	134
49	135
49	30
49	32
49	40
49	44
49	45
49	46
49	48
151	155
151	158
151	162
151	169
151	172
152	153
152	154
152	160
152	161
152	166
152	168
152	171
152	172
153	159
153	160
153	161
153	169
153	170
154	153
154	155
154	162
154	165
154	172
155	152
155	153
155	159
155	161
155	169
155	170
155	171
155	172
156	158
156	159
156	163
156	164
156	166
157	153
157	160
157	164
157	168
157	170
158	152
158	153
158	157
158	165
159	158
159	160
159	165
159	167
160	151
160	154
160	158
160	162
160	163
160	165
160	167
160	168
160	169
161	154
161	165
161	167
161	169
162	157
162	163
162	164
162	167
163	153
163	154
163	159
163	165
163	169
163	172
164	151
164	152
164	154
164	159
164	163
165	151
165	155
165	156
165	162
165	164
165	166
165	167
166	155
166	157
166	159
166	161
166	163
166	170
167	151
167	154
167	163
167	166
168	154
168	155
168	156
168	161
168	162
168	165
168	166
168	171
169	157
169	159
169	162
169	164
169	167
169	168
169	172
170	152
170	154
170	158
170	163
170	164
170	165
170	168
171	151
171	153
171	154
171	159
171	162
171	165
171	166
172	160
172	162
172	165
172	166
172	167
172	168
172	170
172	171
51	151
51	156
51	161
51	165
51	165
51	171
51	57
51	58
51	59
51	63
51	64
51	65
51	69
51	72
52	155
52	162
52	162
52	58
52	60
52	61
52	66
52	71
53	153
53	162
53	162
53	168
53	170
53	58
53	59
53	60
53	62
53	63
53	64
54	163
54	57
54	61
54	70
55	151
55	162
55	52
55	64
55	65
55	66
55	69
55	73
56	151
56	156
56	156
56	168
56	53
56	55
56	58
56	67
56	72
57	153
57	166
57	170
57	172
57	52
57	56
57	59
57	63
57	65
57	66
57	71
57	72
58	152
58	153
58	158
58	159
58	162
58	165
58	167
58	168
58	169
58	55
58	60
58	63
58	64
58	70
59	155
59	155
59	155
59	158
59	159
59	161
59	61
60	55
60	56
60	59
60	61
60	62
60	63
60	71
60	73
61	152
61	162
61	168
61	53
61	56
61	57
61	58
61	67
61	73
62	157
62	157
62	158
62	160
62	169
62	54
62	56
62	69
62	70
63	164
63	166
63	52
63	55
63	61
63	65
63	73
64	152
64	167
64	60
64	61
64	62
64	65
64	66
64	67
65	151
65	159
65	162
65	165
65	165
65	62
65	68
66	153
66	53
66	54
66	59
66	62
66	67
66	71
66	73
67	153
67	156
67	160
67	164
67	164
67	166
67	52
67	57
67	60
67	62
67	63
67	65
67	71
68	151
68	154
68	154
68	161
68	165
68	52
68	53
68	54
68	56
68	58
68	63
68	73
68	74
69	154
69	155
69	160
69	161
69	165
69	53
69	64
69	72
69	74
70	155
70	158
70	159
70	163
70	164
70	52
70	59
70	61
70	63
70	64
70	65
70	73
70	74
71	164
71	164
71	167
71	51
71	53
71	54
71	56
71	61
71	74
72	160
72	161
72	165
72	52
72	55
72	58
72	62
72	67
73	154
73	154
73	160
73	166
73	172
73	52
73	58
73	59
73	64
73	65
73	69
73	74
74	157
74	163
74	51
74	53
74	54
74	59
74	62
74	63
74	67
74	72
176	179
176	185
176	189
176	191
176	195
177	176
177	181
177	182
177	186
177	190
177	193
178	176
178	194
179	177
179	182
179	184
179	185
179	193
179	195
180	178
180	179
180	183
180	189
180	194
181	183
181	184
181	185
181	190
181	191
181	194
182	178
182	181
182	184
182	188
182	189
182	191
182	193
183	176
183	178
183	185
183	186
183	187
183	190
183	191
183	193
184	177
184	178
184	180
184	183
184	186
184	191
184	192
185	180
185	182
185	184
185	186
185	190
185	193
185	195
186	178
186	179
186	181
186	187
186	188
186	190
186	193
186	194
187	176
187	180
187	189
187	190
187	192
188	176
188	177
188	179
188	185
188	187
189	177
189	179
189	181
189	183
189	184
189	186
189	188
189	191
189	192
190	176
190	178
190	180
190	182
190	184
190	188
190	194
191	180
191	185
191	193
191	195
192	177
192	178
192	181
192	182
192	183
192	188
192	190
192	193
192	194
193	178
193	181
194	179
194	182
194	183
194	187
194	188
194	189
194	191
195	180
195	181
195	182
195	189
195	194
1	10
1	104
1	105
1	11
1	114
1	13
1	14
1	3
1	4
1	5
1	6
1	8
1	9
10	101
10	102
10	105
10	109
10	113
10	22
10	23
10	3
10	5
10	6
101	106
101	108
101	110
101	118
101	121
102	103
102	107
102	112
102	120
103	108
103	113
103	115
103	118
103	121
104	106
104	107
104	111
104	116
105	102
105	109
105	114
105	115
105	122
106	105
106	108
106	111
106	117
106	120
106	123
107	101
107	109
107	117
108	102
108	111
108	114
108	117
109	103
109	104
109	112
109	115
109	120
11	102
11	110
11	114
11	116
11	22
11	23
11	8
11	9
110	102
110	103
110	108
110	109
110	112
110	120
111	101
111	102
111	107
111	114
111	118
111	121
112	101
112	107
112	113
112	114
112	115
112	116
112	120
113	104
113	107
113	109
113	110
113	114
113	116
113	118
113	120
114	104
114	106
114	107
114	110
115	101
115	102
115	104
115	114
115	117
115	121
116	101
116	103
116	105
116	109
116	111
116	114
116	115
117	103
117	109
117	110
117	111
117	112
117	116
117	118
117	121
118	105
118	112
118	114
118	116
118	120
118	121
12	101
12	102
12	104
12	106
12	112
12	122
12	15
12	16
12	17
12	19
12	23
12	3
12	9
120	103
120	105
120	111
121	104
121	105
121	107
121	109
121	114
121	120
121	123
122	102
122	106
122	112
122	114
122	118
122	123
123	102
123	107
123	110
123	112
123	113
123	114
123	118
13	108
13	16
13	17
13	18
13	2
13	23
13	4
13	8
13	9
14	101
14	107
14	11
14	111
14	114
14	114
14	12
14	122
14	2
14	21
14	23
14	4
14	9
15	11
15	110
15	16
15	17
15	23
16	1
16	103
16	104
16	105
16	111
16	114
16	118
16	19
16	23
16	4
17	1
17	10
17	109
17	121
17	14
17	18
17	5
17	8
18	1
18	10
18	109
18	11
18	112
18	115
18	116
18	12
18	123
18	123
18	15
18	16
18	19
19	1
19	109
19	11
19	114
19	115
19	118
19	13
2	10
2	103
2	103
2	103
2	11
2	111
2	113
2	12
2	122
2	22
2	23
2	8
20	11
20	12
20	18
20	19
20	5
21	105
21	105
21	107
21	109
21	111
21	115
21	118
21	120
21	17
21	18
21	2
21	3
21	4
22	114
22	115
22	116
22	116
22	117
22	123
22	14
22	16
22	17
22	19
22	20
22	21
22	23
22	4
22	5
22	6
23	1
23	106
23	108
23	117
23	117
23	17
23	18
23	20
3	102
3	105
3	109
3	110
3	113
3	113
3	114
3	115
3	120
3	13
3	14
3	15
3	16
3	19
3	2
3	22
3	23
3	5
3	9
4	10
4	11
5	107
5	108
5	111
5	115
5	115
5	117
5	121
5	16
5	18
5	23
5	6
5	8
6	116
6	120
6	123
6	17
6	21
6	4
6	8
8	103
8	104
8	109
8	12
8	123
8	18
8	21
8	4
8	9
9	105
9	106
9	110
9	117
9	16
9	17
9	2
9	20
76	77
76	82
76	83
76	85
76	88
76	89
76	90
76	92
77	78
77	86
77	90
77	95
78	76
78	81
78	90
79	78
79	82
79	83
79	94
81	76
81	83
81	89
81	94
82	81
82	85
82	86
82	90
82	94
83	77
83	78
83	86
83	87
83	93
85	83
85	86
85	87
85	88
85	89
85	90
85	92
85	95
86	76
86	79
86	81
86	92
86	95
87	76
87	78
87	79
88	77
88	79
88	81
88	82
88	87
88	89
88	92
88	94
89	78
89	79
89	87
89	93
90	79
90	81
90	87
90	89
92	77
92	78
92	79
92	82
92	90
92	94
93	76
93	77
93	81
93	85
93	90
93	94
94	77
94	83
94	86
94	89
94	90
95	76
95	79
95	82
95	83
95	87
95	88
95	90
95	93
